 pp_0000  701875.0 6198925.0 1.0  0.99921480225000003372315404703840613365 
 pp_0001  704275.0 6198925.0 1.0  1.00014236700000003210675458831246942282 
 pp_0002  699475.0 6196525.0 1.0  1.01142189290000006351988304231781512499 
 pp_0003  701875.0 6196525.0 1.0  0.98077742289000002795518184939282946289 
 pp_0004  704275.0 6196525.0 1.0  1.00208498310000004849484867008868604898 
 pp_0005  694675.0 6194125.0 1.0  0.53195635311000000200465365196578204632 
 pp_0006  697075.0 6194125.0 1.0  1.47756977960000002170204425055999308825 
 pp_0007  699475.0 6194125.0 1.0  0.83811632496999999286657612174167297781 
 pp_0008  701875.0 6194125.0 1.0  1.01782438150000009713380677567329257727 
 pp_0009  704275.0 6194125.0 1.0  0.98155353166000003373170557097182609141 
 pp_0010  692275.0 6191725.0 1.0  0.1618180636500000102451224393007578328 
 pp_0011  694675.0 6191725.0 1.0  0.16087738561000000658829378608061233535 
 pp_0012  697075.0 6191725.0 1.0  1.70877153160000005982510629110038280487 
 pp_0013  699475.0 6191725.0 1.0  0.88398317685000005194950745135429315269 
 pp_0014  701875.0 6191725.0 1.0  1.00455777660000000750528670323546975851 
 pp_0015  704275.0 6191725.0 1.0  1.00136183939999989789271239715162664652 
 pp_0016  687475.0 6189325.0 1.0  0.6940455915400000064252594711433630437 
 pp_0017  689875.0 6189325.0 1.0  0.0456415095640000031962379978267563274 
 pp_0018  692275.0 6189325.0 1.0  0.1234403089399999930986240315178292803 
 pp_0019  694675.0 6189325.0 1.0  1.84732369149999997581801380874821916223 
 pp_0020  697075.0 6189325.0 1.0  1.82120988979999998136349859123583883047 
 pp_0021  699475.0 6189325.0 1.0  1.29523627809999997140266714268364012241 
 pp_0022  701875.0 6189325.0 1.0  0.91024855882999999856508566153934225440 
 pp_0023  704275.0 6189325.0 1.0  1.01219474910000006850907539046602323651 
 pp_0024  687475.0 6186925.0 1.0  0.1329648965499999890838012106542009860 
 pp_0025  689875.0 6186925.0 1.0  0.0973396992340000016818990502542874310 
 pp_0026  692275.0 6186925.0 1.0  0.3455293952099999787996864597516832873 
 pp_0027  694675.0 6186925.0 1.0  0.22099884298999999954205009089491795748 
 pp_0028  697075.0 6186925.0 1.0  1.14569521690000009073173714568838477135 
