time,3_50_94,3_57_83,3_62_126,3_63_94,3_63_99,3_64_92,3_64_96,3_66_128,3_69_104,3_69_118,3_71_72,3_75_124,3_79_66,3_79_77,3_82_115,3_83_67,3_84_94,3_84_125,3_91_101,3_95_128,3_98_43,3_98_91,3_99_118,3_101_59,3_102_22,3_102_28,3_103_32,3_104_74,3_108_42,3_109_12,3_111_42,3_112_61,3_113_102,3_114_114,3_116_1,3_116_59,3_119_43,3_120_123,3_122_94,3_125_75,3_129_86,3_129_100,3_132_50,3_136_70,3_140_74,3_140_89,3_141_114,3_148_98
1.000000000000,10.16147964,31.24386632,0.7284397219,9.280896561,5.969803814,12.22968506,7.188703006,0.9221524513,5.197005751,1.223518833,30.00350971,1.685523494,55.70143720,28.59530011,4.028024887,51.43386426,13.48679657,1.953995052,11.19762791,2.341902450,81.86105134,18.72847601,4.625166830,60.67738818,117.6285590,107.8578212,102.1015395,48.07761656,94.33012862,142.1232438,99.44209152,70.52389867,10.98823958,5.344510946,178.4468573,76.69840733,102.6919030,2.692466055,12.26964688,58.18588810,26.35331422,11.92127730,108.2147489,78.47657950,69.20009553,32.14988424,8.283039396,25.89102140
