time,1_56_126,1_63_117,1_64_104,1_64_111,1_67_110,1_67_119,1_68_71,1_69_105,1_69_116,1_70_73,1_73_83,1_74_115,1_76_89,1_80_103,1_83_95,1_83_106,1_83_124,1_84_127,1_88_110,1_92_93,1_93_114,1_94_95,1_94_103,1_94_115,1_95_75,1_95_81,1_95_95,1_99_44,1_100_51,1_100_75,1_101_53,1_102_24,1_102_57,1_103_32,1_104_45,1_106_17,1_106_58,1_106_71,1_108_24,1_108_43,1_110_22,1_112_16,1_112_61,1_114_6,1_114_13,1_115_66,1_116_60,1_116_100,1_120_112,1_121_82,1_121_104,1_131_65,1_135_119,1_137_73,1_138_116,1_139_122,1_142_116,1_143_107,1_146_106,1_147_91,1_147_97,1_149_129,1_152_94,1_153_111,1_153_113,1_153_124,1_154_126,1_155_123,1_155_131,1_156_96,1_156_99,1_165_101,1_167_59,1_167_66
1.000000000000,0.1166106251,0.4451366116,1.991239391,0.9159395799,1.458094319,0.8872063152,28.56789219,2.762641516,1.305014434,26.25853842,19.57049386,1.936216111,14.61267916,7.378547547,14.25492691,6.935395853,1.231772020,0.6038278271,6.166798467,17.94070560,4.916180091,16.58583338,11.97010370,4.246164249,40.35818441,32.33299734,16.79302358,82.33717328,70.38657548,36.50181866,66.71602360,114.8051144,61.90841175,104.9028368,82.94134780,127.8268233,67.65635297,53.97872064,124.8205365,92.17248086,132.3206404,143.3675838,73.49741533,172.2160950,156.8511689,67.83837445,76.93134482,20.33593328,7.562459337,46.02216571,11.53762456,85.07029686,0.7390466153,79.37247946,5.092730852,1.406586728,7.788053493,17.65643808,22.64219852,33.99535876,27.20801714,0.4724030435,36.91179994,29.13105340,27.69498113,6.397402068,4.850828703,10.86730167,1.096585256,51.10923770,45.28956304,89.25003285,109.2189394,76.97698083
