time,0_50_94,0_56_126,0_57_83,0_62_126,0_63_94,0_63_99,0_63_117,0_64_92,0_64_96,0_64_104,0_64_111,0_66_128,0_67_110,0_67_119,0_69_104,0_69_105,0_69_116,0_69_118,0_70_73,0_71_72,0_73_83,0_74_115,0_75_124,0_76_89,0_79_66,0_79_77,0_80_103,0_82_115,0_83_67,0_83_95,0_83_106,0_83_124,0_84_94,0_84_125,0_84_127,0_88_110,0_91_101,0_92_93,0_93_114,0_94_95,0_94_103,0_94_115,0_95_75,0_95_81,0_95_95,0_95_128,0_98_43,0_98_91,0_99_44,0_99_118,0_100_51,0_100_75,0_101_53,0_101_59,0_102_22,0_102_24,0_102_28,0_102_57,0_103_32,0_104_45,0_104_74,0_106_17,0_106_58,0_106_71,0_108_24,0_108_42,0_108_43,0_109_12,0_110_22,0_111_42,0_112_16,0_112_61,0_113_102,0_114_6,0_114_13,0_114_114,0_115_66,0_116_1,0_116_59,0_116_60,0_116_100,0_119_43,0_120_112,0_120_123,0_121_82,0_121_104,0_122_94,0_125_75,0_129_69,0_129_86,0_129_100,0_131_65,0_132_50,0_133_56,0_135_119,0_136_70,0_137_73,0_138_116,0_139_122,0_140_74,0_140_89,0_141_114,0_142_116,0_143_107,0_146_106,0_147_91,0_147_97,0_148_98,0_149_129,0_152_94,0_153_111,0_153_113,0_153_124,0_154_126,0_155_123,0_155_131,0_156_96,0_156_99,0_165_59,0_165_101,0_167_59,0_167_66
1.000000000000,8.967668172,0.1548911164,26.14326690,1.019653099,8.463517409,5.254703670,0.5409235325,10.59649302,6.808590571,3.406342283,1.250033378,0.8064802161,1.885259851,1.093979340,3.931694572,3.542252366,1.396879365,1.283610776,25.84883868,24.91791622,18.95070449,1.846246318,2.819270628,14.42133853,59.57152293,29.51429965,7.216785026,3.601584984,47.39430522,13.69429411,6.606018772,1.377090304,14.18923753,1.032945670,0.6741387294,5.629027387,10.36888125,17.51804358,4.257172052,15.37300154,10.67822720,4.210854370,39.34077711,31.68184933,16.08329010,1.967842763,82.76312893,17.96924357,81.64003832,3.619041661,68.35357681,39.07778433,65.27502216,62.54453555,121.6994453,119.2764307,109.7837839,63.93802911,105.7011344,82.39721391,46.93330713,128.5449733,67.26329258,54.15077335,123.4714325,92.08852684,93.60543200,141.5735737,131.0477369,99.75364695,144.8261144,70.35120275,10.82102726,172.6165031,155.0994007,4.043645608,65.48465373,179.4727500,77.74864176,75.60679645,16.85919296,105.1998008,6.439779952,2.376182252,42.09786327,9.003024634,14.92296662,56.51256506,72.98654021,24.94393677,10.52204128,86.87943498,112.5877748,108.8787273,3.035585719,81.45174483,79.89184333,5.920210794,3.589075793,81.63374240,30.80839802,7.686577916,7.543840494,18.05457032,21.73776185,39.84618590,27.82608760,27.04383410,0.6014711188,45.35254143,25.13142022,23.06885813,6.389915640,4.077381665,9.829114959,1.856305061,49.28708005,41.13998341,99.53561677,86.44777422,98.67417992,79.32021372
