time,PMAP_1_45_124,PMAP_1_97_71,PMAP_1_35_130,PMAP_1_102_117,PMAP_1_154_78,PMAP_1_91_62,PMAP_1_96_40,PMAP_1_79_93,PMAP_1_92_60,PMAP_1_139_120,PMAP_1_112_42,PMAP_1_60_86,PMAP_1_83_116,PMAP_1_48_117,PMAP_1_121_104,PMAP_1_51_120,PMAP_1_94_53,PMAP_1_128_81,PMAP_1_102_124,PMAP_1_130_113,PMAP_1_104_112,PMAP_1_91_81,PMAP_1_146_85,PMAP_1_164_93,PMAP_1_63_82,PMAP_1_88_107,PMAP_1_89_79,PMAP_1_112_10,PMAP_1_85_86,PMAP_1_142_112,PMAP_1_129_97,PMAP_1_42_121,PMAP_1_100_94,PMAP_1_64_108,PMAP_1_116_90,PMAP_1_81_93,PMAP_1_43_126,PMAP_1_92_50,PMAP_1_118_84,PMAP_1_159_122,PMAP_1_114_74,PMAP_1_26_131,PMAP_1_102_20,PMAP_1_111_55,PMAP_1_149_114,PMAP_1_98_102,PMAP_1_130_48,PMAP_1_39_125,PMAP_1_123_127,PMAP_1_32_123,PMAP_1_130_71,PMAP_1_116_122,PMAP_1_101_125,PMAP_1_49_96,PMAP_1_102_109,PMAP_1_130_115,PMAP_1_97_36,PMAP_1_113_77,PMAP_1_86_88,PMAP_1_126_69,PMAP_1_92_103,PMAP_1_160_112,PMAP_1_126_95,PMAP_1_157_61,PMAP_1_92_45,PMAP_1_133_66,PMAP_1_58_89,PMAP_1_159_58,PMAP_1_36_126,PMAP_1_110_104,PMAP_1_98_113,PMAP_1_136_69,PMAP_1_114_7,PMAP_1_132_112,PMAP_1_86_94,PMAP_1_148_55,PMAP_1_150_77,PMAP_1_153_113,PMAP_1_118_70,PMAP_1_29_120,PMAP_1_127_68,PMAP_1_112_28,PMAP_1_158_89,PMAP_1_71_76,PMAP_1_86_101,PMAP_1_41_121,PMAP_1_100_30,PMAP_1_123_83,PMAP_1_67_88,PMAP_1_150_130,PMAP_1_155_74,PMAP_1_74_92,PMAP_1_136_57,PMAP_1_87_120,PMAP_1_127_82,PMAP_1_132_48,PMAP_1_69_81,PMAP_1_142_129,PMAP_1_152_79,PMAP_1_116_78,PMAP_1_62_115,PMAP_1_75_102,PMAP_1_148_130,PMAP_1_81_105,PMAP_1_112_107,PMAP_1_114_41,PMAP_1_166_53,PMAP_1_136_84,PMAP_1_48_97,PMAP_1_80_69,PMAP_1_86_70,PMAP_1_157_111,PMAP_1_79_74,PMAP_1_88_101,PMAP_1_121_79,PMAP_1_52_109,PMAP_1_151_101,PMAP_1_63_108,PMAP_1_111_38,PMAP_1_101_22,PMAP_1_96_85,PMAP_1_89_48,PMAP_1_103_124,PMAP_1_85_120,PMAP_1_115_59,PMAP_1_73_88,PMAP_1_117_52,PMAP_1_88_110,PMAP_1_42_128,PMAP_1_107_107,PMAP_1_152_99,PMAP_1_147_103,PMAP_1_98_92,PMAP_1_138_112,PMAP_1_80_123,PMAP_1_70_80,PMAP_1_134_91,PMAP_1_142_130,PMAP_1_94_77,PMAP_1_125_67,PMAP_1_135_74,PMAP_1_139_53,PMAP_1_118_50,PMAP_1_99_101,PMAP_1_59_100,PMAP_1_128_62,PMAP_1_53_96,PMAP_1_163_103,PMAP_1_137_117,PMAP_1_100_37
1.000000000000,-0.1629788092,47.31792776,0.4234424259,2.506423961,80.28290818,55.91308874,90.35628932,13.51828614,57.95214078,3.199252278,97.26833538,18.38818769,4.630524950,1.751825308,10.25646796,1.581757934,67.39258806,45.22782369,2.448211935,8.200130138,6.388319883,32.04722481,59.33966097,67.10284365,23.60970203,7.478304007,34.93968219,151.4844283,25.14294988,10.92862753,13.75480367,0.8932676868,19.25630761,3.435364812,29.30342401,14.12875899,-1.280548535,73.23440459,38.78485893,14.95473596,54.24407261,0.2179463471,120.5191804,78.46196378,15.37394350,11.67382646,111.1746195,0.3414590738,1.152379525,1.022045521,71.20783850,3.835314353,2.374596543,8.187288734,8.228941082,7.551408213,95.97608157,50.76754012,21.68821610,68.29083236,9.829707585,39.18477940,14.56626260,106.3791567,79.14915359,86.47248243,14.54744311,107.8362838,0.2998882169,12.10356369,5.273391664,81.70099501,164.7494769,8.531994607,14.42731285,110.1079174,80.16764678,26.82976778,63.00107471,1.116647868,71.25797724,122.1515317,53.68345924,26.93609925,9.970436610,0.9768151641,101.5739726,38.64017342,14.45732476,1.383718380,83.94363214,13.44898378,106.6361159,3.795869031,42.12156602,121.1663824,21.60023154,2.216301739,78.74076944,48.85471229,2.018425742,7.117462871,0.8949331790,7.530013046,9.227715544,99.64832049,111.8266986,41.14103537,7.967950920,41.97074326,44.01404636,37.63286202,33.63997892,10.25049774,47.75368537,2.692116058,24.64395238,3.474010030,103.7391108,117.5280301,27.05313035,74.82782165,2.338073826,3.914705427,76.91402831,15.79680252,83.97514410,6.352333102,-0.5346280223,9.685888439,26.76937412,21.72404186,19.76437452,8.147664334,2.778309868,22.93889064,20.60573791,2.129726080,38.15071348,73.74580916,66.95437572,115.6267261,85.50975375,12.19476457,6.405397172,86.61859428,8.500328860,64.21069739,2.964646225,96.80633537
