time,QMAP_1_45_124,QMAP_1_170_54,QMAP_1_97_71,QMAP_1_35_130,QMAP_1_151_91,QMAP_1_167_55,QMAP_1_79_93,QMAP_1_139_120,QMAP_1_112_42,QMAP_1_60_86,QMAP_1_83_116,QMAP_1_48_117,QMAP_1_121_104,QMAP_1_51_120,QMAP_1_128_81,QMAP_1_130_113,QMAP_1_168_66,QMAP_1_25_128,QMAP_1_117_34,QMAP_1_164_93,QMAP_1_63_82,QMAP_1_88_107,QMAP_1_112_10,QMAP_1_174_47,QMAP_1_142_112,QMAP_1_42_121,QMAP_1_64_108,QMAP_1_116_90,QMAP_1_81_93,QMAP_1_43_126,QMAP_1_159_122,QMAP_1_26_131,QMAP_1_102_20,QMAP_1_111_55,QMAP_1_149_114,QMAP_1_39_125,QMAP_1_123_127,QMAP_1_32_123,QMAP_1_130_71,QMAP_1_116_122,QMAP_1_101_125,QMAP_1_49_96,QMAP_1_130_115,QMAP_1_173_52,QMAP_1_86_88,QMAP_1_92_103,QMAP_1_160_112,QMAP_1_58_89,QMAP_1_36_126,QMAP_1_110_104,QMAP_1_168_63,QMAP_1_114_7,QMAP_1_132_112,QMAP_1_86_94,QMAP_1_171_52,QMAP_1_153_113,QMAP_1_29_120,QMAP_1_112_28,QMAP_1_158_89,QMAP_1_71_76,QMAP_1_32_118,QMAP_1_86_101,QMAP_1_41_121,QMAP_1_100_30,QMAP_1_123_83,QMAP_1_67_88,QMAP_1_150_130,QMAP_1_74_92,QMAP_1_87_120,QMAP_1_154_86,QMAP_1_127_82,QMAP_1_69_81,QMAP_1_142_129,QMAP_1_62_115,QMAP_1_75_102,QMAP_1_148_130,QMAP_1_81_105,QMAP_1_112_107,QMAP_1_114_41,QMAP_1_48_97,QMAP_1_157_111,QMAP_1_88_101,QMAP_1_52_109,QMAP_1_151_101,QMAP_1_63_108,QMAP_1_111_38,QMAP_1_101_22,QMAP_1_96_85,QMAP_1_85_120,QMAP_1_115_59,QMAP_1_49_94,QMAP_1_73_88,QMAP_1_117_52,QMAP_1_88_110,QMAP_1_42_128,QMAP_1_152_99,QMAP_1_147_103,QMAP_1_98_92,QMAP_1_138_112,QMAP_1_80_123
1.000000000000,-0.7407163989E-01,125.0011127,46.19872015,0.4272037455,34.05155690,129.9782030,12.65697775,3.547352478,105.5870715,28.02443408,2.459570139,0.1001860344,9.873874856,0.1001765235,51.19843213,5.212186660,80.40624732,0.1000000055,140.0000000,69.68100892,29.35679505,8.589485751,156.8246147,137.2086436,11.41914836,0.1000884941,0.7348977415,29.53569001,14.55523889,-0.6799736561,12.31415009,0.1022100899,121.6906602,81.49337076,13.61297713,0.1004127008,0.3640483231,0.1001036349,71.07445533,0.2368157657,0.5078271639,8.042064181,4.617162829,128.6255767,24.82126160,11.24885233,40.65100312,22.20694430,0.1003418899,14.04337950,85.39972697,171.8750547,6.032323108,16.45307854,131.4012914,27.78835276,0.1000000000,135.0827319,51.92062345,20.58270528,0.1000000000,10.15474303,0.1000979869,103.7206967,42.40994422,17.65240476,0.9941833300,11.95406699,1.277755440,45.99249812,48.54389134,23.48409572,1.173254591,0.2430809819,7.242328563,0.5092671001,6.962684423,10.26725805,113.1326961,4.035829026,39.28760280,10.87281277,0.1062459000,24.45414248,0.6517333432,113.8280980,118.4480480,29.26311941,1.395463410,75.11373673,17.84782276,15.26127801,91.88463501,6.683865549,0.4482476766,26.32664624,22.48988181,21.63468164,8.431336424,1.432181519
