time,0_50_94,0_56_126,0_57_83,0_62_126,0_63_94,0_63_99,0_63_117,0_64_92,0_64_96,0_64_104,0_64_111,0_66_128,0_67_110,0_67_119,0_69_104,0_69_105,0_69_116,0_69_118,0_70_73,0_71_72,0_73_83,0_74_115,0_75_124,0_76_89,0_79_66,0_79_77,0_80_103,0_82_115,0_83_67,0_83_95,0_83_106,0_83_124,0_84_94,0_84_125,0_84_127,0_88_110,0_91_101,0_92_93,0_93_114,0_94_95,0_94_103,0_94_115,0_95_75,0_95_81,0_95_95,0_95_128,0_98_43,0_98_91,0_99_44,0_99_118,0_100_51,0_100_75,0_101_53,0_101_59,0_102_22,0_102_24,0_102_28,0_102_57,0_103_32,0_104_45,0_104_74,0_106_17,0_106_58,0_106_71,0_108_24,0_108_42,0_108_43,0_109_12,0_110_22,0_111_42,0_112_16,0_112_61,0_113_102,0_114_6,0_114_13,0_114_114,0_115_66,0_116_1,0_116_59,0_116_60,0_116_100,0_119_43,0_120_112,0_120_123,0_121_82,0_121_104,0_122_94,0_125_75,0_129_69,0_129_86,0_129_100,0_131_65,0_132_50,0_133_56,0_135_119,0_136_70,0_137_73,0_138_116,0_139_122,0_140_74,0_140_89,0_141_114,0_142_116,0_143_107,0_146_106,0_147_91,0_147_97,0_148_98,0_149_129,0_152_94,0_153_111,0_153_113,0_153_124,0_154_126,0_155_123,0_155_131,0_156_96,0_156_99,0_165_59,0_165_101,0_167_59,0_167_66
1.000000000000,10.18168022,0.2920548098,26.19061693,0.3410534048,8.616844153,5.762411364,1.220231286,10.17521529,7.454338994,3.598348907,1.680477311,0.1986281570,2.250213279,1.260297643,4.059332271,3.624452270,1.801991542,1.482286245,24.14616383,24.32977468,19.67039623,2.750511610,2.888479091,14.03595669,63.36827831,29.61475097,8.006982285,4.074549425,46.77834436,13.71378127,6.810723012,1.458684103,14.22344520,1.243715669,0.6478842173,6.322314537,10.38095535,16.97968265,5.321941847,15.67606531,10.21514716,5.009195150,39.83562706,30.95973146,15.77466915,1.162528020,83.52579361,19.79161575,82.87288613,3.621132366,68.59519166,37.89837352,65.47419117,60.57488760,119.9024001,117.7036572,111.0696721,63.17388025,105.7795604,83.05220033,47.25569048,128.3929710,70.40137178,56.17973376,123.9482262,91.76426135,92.37109229,140.8161060,129.7150531,97.39166993,143.7217225,72.78639377,9.216312458,170.4257340,153.9282481,4.097369348,67.35217979,179.5872060,75.93137131,74.42137925,20.25726423,110.1333431,7.103071587,2.501570725,43.11326602,12.29548731,11.31657110,56.96759121,73.08464936,24.47472412,12.96694092,86.71127079,109.3969842,102.2725404,3.798311627,82.05950180,78.04719432,5.855618932,2.013783496,70.36798562,33.50956494,6.798038884,7.295783839,13.54679307,17.93263109,35.29332615,26.76758945,27.05991090,1.397582247,41.93666840,27.72798188,26.73926740,5.025026476,2.299651468,9.866641825,0.1700813153,45.74077392,44.81400881,103.5536916,88.79642345,101.9948799,83.76350641
