pp_0000 707875.0 6206125.0 1.0 "1.00000000000000000000000e+02"
pp_0001 707875.0 6203425.0 1.0 "1.000000000000000000000000e+02"
pp_0002 703675.0 6200725.0 1.0 "6.405602721299999302573269e+01"
pp_0003 707875.0 6200725.0 1.0 "4.999999950100000173369708e-02"
pp_0004 700975.0 6198025.0 1.0 "1.000000000000000000000000e+02"
pp_0005 703675.0 6198025.0 1.0 "4.999999950100000173369708e-02"
pp_0006 707875.0 6198025.0 1.0 "1.8342055364000000583502014706"
pp_0007 698275.0 6195325.0 1.0 "4.999999950100000173369708e-02"
pp_0008 700975.0 6195325.0 1.0 "4.999999950100000173369708e-02"
pp_0009 703675.0 6195325.0 1.0 "4.999999950100000173369708e-02"
pp_0010 707875.0 6195325.0 1.0 "4.440337693099999927248689e-01"
pp_0011 695575.0 6192625.0 1.0 "6.8524046322999998537284227496"
pp_0012 698275.0 6192625.0 1.0 "1.000000000000000000000000e+02"
pp_0013 700975.0 6192625.0 1.0 "1.000000000000000000000000e+02"
pp_0014 703675.0 6192625.0 1.0 "1.000000000000000000000000e+02"
pp_0015 707875.0 6192625.0 1.0 "4.999999950100000173369708e-02"
pp_0016 687475.0 6189925.0 1.0 "1.00000000000000000000000e+02"
pp_0017 690175.0 6189925.0 1.0 "2.956997790399999992416724126"
pp_0018 692875.0 6189925.0 1.0 "1.41010028379999994285754e+01"
pp_0019 695575.0 6189925.0 1.0 "3.204202832499999686888259e+01"
pp_0020 698275.0 6189925.0 1.0 "1.000000000000000000000000e+02"
pp_0021 700975.0 6189925.0 1.0 "4.999999950100000173369708e-02"
pp_0022 703675.0 6189925.0 1.0 "8.107556801100000143378566e+01"
pp_0023 707875.0 6189925.0 1.0 "1.000000000000000000000000e+02"
pp_0024 687475.0 6187225.0 1.0 "1.00000000000000000000000e+02"
pp_0025 690175.0 6187225.0 1.0 "1.72095692420000005995462e+01"
pp_0026 692875.0 6187225.0 1.0 "6.15403554000000028167960e+01"
pp_0027 695575.0 6187225.0 1.0 "7.265742461899999682373164e+01"
pp_0028 698275.0 6187225.0 1.0 "1.000000000000000000000000e+02"
pp_0029 700975.0 6187225.0 1.0 "1.000000000000000000000000e+02"
pp_0030 703675.0 6187225.0 1.0 "1.000000000000000000000000e+02"
pp_0031 707875.0 6187225.0 1.0 "1.000000000000000000000000e+02"
pp_0032 687475.0 6184525.0 1.0 "1.15480857480000000947484e+01"
pp_0033 690175.0 6184525.0 1.0 "5.452202781499999595382632833"
pp_0034 692875.0 6184525.0 1.0 "2.53658838799999983848465e+01"
pp_0035 695575.0 6184525.0 1.0 "8.960395927700000040516670e-01"
pp_0036 698275.0 6184525.0 1.0 "1.000000000000000000000000e+02"
pp_0037 700975.0 6184525.0 1.0 "4.999999950100000173369708e-02"
pp_0038 703675.0 6184525.0 1.0 "1.000000000000000000000000e+02"
pp_0039 707875.0 6184525.0 1.0 "4.999999950100000173369708e-02"
pp_0040 684775.0 6181825.0 1.0 "9.74306275839999957888438e-01"
pp_0041 687475.0 6181825.0 1.0 "1.56059424129999992914009e+01"
pp_0042 690175.0 6181825.0 1.0 "1.17793140300000001019498e+01"
pp_0043 692875.0 6181825.0 1.0 "2.17750920709999995494854e+01"
pp_0044 695575.0 6181825.0 1.0 "1.959882341799999849740743e+01"
pp_0045 698275.0 6181825.0 1.0 "4.042220497600000328475289e+01"
pp_0046 700975.0 6181825.0 1.0 "1.000000000000000000000000e+02"
pp_0047 703675.0 6181825.0 1.0 "1.000000000000000000000000e+02"
pp_0048 707875.0 6181825.0 1.0 "6.509655414399999617813819e-01"
pp_0049 676675.0 6179125.0 1.0 " 2.10994920399999985605177244"
pp_0050 679375.0 6179125.0 1.0 "3.443745113899999932272066872"
pp_0051 682075.0 6179125.0 1.0 "1.09269762719999992128805e+01"
pp_0052 684775.0 6179125.0 1.0 "3.42744109799999989718344e+01"
pp_0053 687475.0 6179125.0 1.0 "6.535893997999999704973106418"
pp_0054 690175.0 6179125.0 1.0 "5.380554069499999592096628476"
pp_0055 692875.0 6179125.0 1.0 "3.358976767200000157487238539"
pp_0056 695575.0 6179125.0 1.0 "1.000000000000000000000000e+02"
pp_0057 698275.0 6179125.0 1.0 "1.000000000000000000000000e+02"
pp_0058 700975.0 6179125.0 1.0 "1.000000000000000000000000e+02"
pp_0059 703675.0 6179125.0 1.0 "4.999999950100000173369708e-02"
pp_0060 707875.0 6179125.0 1.0 "4.999999950100000173369708e-02"
pp_0061 671275.0 6176425.0 1.0 "6.336070486799999912364001e+01"
pp_0062 673975.0 6176425.0 1.0 "2.809765010399999951573591e+01"
pp_0063 676675.0 6176425.0 1.0 "4.2881009408999997134515069774"
pp_0064 679375.0 6176425.0 1.0 "8.543719863199999986491662e-01"
pp_0065 682075.0 6176425.0 1.0 "1.389760615399999998942349e+01"
pp_0066 684775.0 6176425.0 1.0 "3.1888566745000002100596248056"
pp_0067 687475.0 6176425.0 1.0 "2.5851217402999999706025846535"
pp_0068 690175.0 6176425.0 1.0 "1.2139964030999998989557298046"
pp_0069 692875.0 6176425.0 1.0 "1.000000000000000000000000e+02"
pp_0070 695575.0 6176425.0 1.0 "1.0000000000000000000000000e+02"
pp_0071 698275.0 6176425.0 1.0 "4.0731462114999999357678462e+01"
pp_0072 700975.0 6176425.0 1.0 "5.0306024733000000992433343e+01"
pp_0073 703675.0 6176425.0 1.0 "1.0000000000000000000000000e+02"
pp_0074 707875.0 6176425.0 1.0 "1.0000000000000000000000000e+02"
pp_0075 668575.0 6173725.0 1.0 "2.8519177748999999799650595378"
pp_0076 671275.0 6173725.0 1.0 "2.8797646745000000656489191897"
pp_0077 673975.0 6173725.0 1.0 "7.275619864000000269754764e-01"
pp_0078 676675.0 6173725.0 1.0 "1.039968056999999923561973e+01"
pp_0079 679375.0 6173725.0 1.0 "3.859046396200000117460149e+01"
pp_0080 682075.0 6173725.0 1.0 "1.000000000000000000000000e+02"
pp_0081 684775.0 6173725.0 1.0 "5.135585925899999892862979e+01"
pp_0082 687475.0 6173725.0 1.0 "2.013677882700000054683187e+01"
pp_0083 690175.0 6173725.0 1.0 "6.502195152800000244042167e+01"
pp_0084 692875.0 6173725.0 1.0 "6.218562448600000180931602e+01"
pp_0085 695575.0 6173725.0 1.0 "1.2664586074000000470718419e-01"
pp_0086 698275.0 6173725.0 1.0 " 2.8261030906000002005384885706"
pp_0087 700975.0 6173725.0 1.0 "4.3658217486000000517876174e-01"
pp_0088 703675.0 6173725.0 1.0 "1.0000000000000000000000000e+02"
pp_0089 707875.0 6173725.0 1.0 "4.9999999501000001733697076e-02"
pp_0090 679375.0 6171025.0 1.0 "2.618303582800000128827378e+01"
pp_0091 682075.0 6171025.0 1.0 "8.9926356980000008434217306785"
pp_0092 684775.0 6171025.0 1.0 "4.244045194299999934628431e+01"
pp_0093 687475.0 6171025.0 1.0 "3.919132982099999651381950e+01"
pp_0094 690175.0 6171025.0 1.0 "1.174843450200000027905389e+01"
pp_0095 692875.0 6171025.0 1.0 "2.835769975599999881410440e-01"
pp_0096 695575.0 6171025.0 1.0 "1.0000000000000000000000000e+02"
pp_0097 698275.0 6171025.0 1.0 "1.8508618336999999032244091e-01"
pp_0098 700975.0 6171025.0 1.0 "4.9999999501000001733697076e-02"
pp_0099 703675.0 6171025.0 1.0 "1.0000000000000000000000000e+02"
pp_0100 707875.0 6171025.0 1.0 "1.0000000000000000000000000e+02"
pp_0101 679375.0 6168325.0 1.0 "1.452365754200000136364679e-01"
pp_0102 682075.0 6168325.0 1.0 "3.152027515600000029394323e+01"
pp_0103 684775.0 6168325.0 1.0 "1.4898652820000000129851969177"
pp_0104 687475.0 6168325.0 1.0 "7.729653035899999857782916e-02"
pp_0105 690175.0 6168325.0 1.0 "3.001027672000000023899702e+01"
pp_0106 692875.0 6168325.0 1.0 "1.000000000000000000000000e+02"
pp_0107 695575.0 6168325.0 1.0 "1.0000000000000000000000000e+02"
pp_0108 698275.0 6168325.0 1.0 "1.0000000000000000000000000e+02"
pp_0109 700975.0 6168325.0 1.0 "1.0000000000000000000000000e+02"
pp_0110 703675.0 6168325.0 1.0 "1.0000000000000000000000000e+02"
pp_0111 707875.0 6168325.0 1.0 "5.3572017249000003502601430e-01"
pp_0112 679375.0 6165625.0 1.0 "5.347354790899999654740782e-01"
pp_0113 682075.0 6165625.0 1.0 "1.6439325704000000705207185092"
pp_0114 684775.0 6165625.0 1.0 "4.999999950100000173369708e-02"
pp_0115 687475.0 6165625.0 1.0 "1.000000000000000000000000e+02"
pp_0116 690175.0 6165625.0 1.0 "5.633937177800000251082224e-01"
pp_0117 692875.0 6165625.0 1.0 "2.3698998856000002000143922487"
pp_0118 695575.0 6165625.0 1.0 "2.4049164886999999879435563e+01"
pp_0119 698275.0 6165625.0 1.0 " 3.1470380943000000328879650624"
pp_0120 700975.0 6165625.0 1.0 "1.46815192880000000563711637369"
pp_0121 703675.0 6165625.0 1.0 "1.0000000000000000000000000e+02"
pp_0122 707875.0 6165625.0 1.0 "1.0000000000000000000000000e+02"
pp_0123 682075.0 6162925.0 1.0 "6.705250388800000349576180e-01"
pp_0124 684775.0 6162925.0 1.0 "1.0514434018000000659043280393"
pp_0125 687475.0 6162925.0 1.0 "2.159996264100000062935436e-01"
pp_0126 690175.0 6162925.0 1.0 "1.5719871803000000642924760541"
pp_0127 692875.0 6162925.0 1.0 "9.3743896246999991461734680342"
pp_0128 695575.0 6162925.0 1.0 "1.40313675149999994573590811342"
pp_0129 698275.0 6162925.0 1.0 "1.7580895802999998989157859e-01"
pp_0130 700975.0 6162925.0 1.0 " 2.5411423846000000814626673673"
pp_0131 703675.0 6162925.0 1.0 "2.13937541140000009320942808699"
