Code national BSS|Code côte chronique|Côte chronique définie pour le point d'eau|Date de la mesure|Profondeur relative/repère de mesure|Côte NGF|Code continuité|Continuité|Code mode obtention|Mode obtention|Code qualification|Qualification de la mesure|Code statut de la mesure|Statut de la mesure|Code nature de la mesure|Nature de la mesure|Profondeur début site de mesure|Profondeur fin site de mesure|X_WGS84|Y_WGS84|Producteur de données|
10908X0394/RIBERA|2|Profondeur relative|29/08/2014 09:50:00|3.27|57.73|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|30/08/2014 08:50:00|3.31|57.69|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|31/08/2014 10:50:00|3.27|57.73|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|01/09/2014 09:50:00|3.29|57.71|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|02/09/2014 09:50:00|3.35|57.65|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|03/09/2014 09:50:00|3.33|57.67|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|04/09/2014 08:50:00|3.35|57.65|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|05/09/2014 08:50:00|3.32|57.68|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|06/09/2014 11:50:00|3.30|57.70|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|07/09/2014 09:50:00|3.31|57.69|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|08/09/2014 07:50:00|3.28|57.72|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|09/09/2014 08:50:00|3.25|57.75|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|10/09/2014 10:50:00|3.24|57.76|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|11/09/2014 08:50:00|3.25|57.75|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|12/09/2014 09:50:00|3.33|57.67|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|13/09/2014 12:50:00|3.38|57.62|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|14/09/2014 11:50:00|3.37|57.63|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|15/09/2014 10:50:00|3.32|57.68|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|16/09/2014 10:50:00|3.29|57.71|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|17/09/2014 08:50:00|3.24|57.76|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|18/09/2014 11:50:00|3.26|57.74|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|19/09/2014 08:50:00|3.25|57.75|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|20/09/2014 16:50:00|3.31|57.69|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|21/09/2014 08:50:00|3.27|57.73|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|22/09/2014 08:50:00|3.27|57.73|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|23/09/2014 09:50:00|3.26|57.74|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|24/09/2014 09:50:00|3.25|57.75|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|25/09/2014 08:50:00|3.29|57.71|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|26/09/2014 10:50:00|3.28|57.72|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|27/09/2014 08:50:00|3.29|57.71|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|28/09/2014 23:50:00|3.25|57.75|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|29/09/2014 23:50:00|3.13|57.87|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|30/09/2014 22:50:00|3.04|57.96|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|01/10/2014 10:50:00|3.00|58.00|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|02/10/2014 09:50:00|2.99|58.01|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|03/10/2014 08:50:00|2.98|58.02|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|04/10/2014 08:50:00|2.97|58.03|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|05/10/2014 10:50:00|2.95|58.05|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|06/10/2014 23:50:00|2.91|58.09|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
10908X0394/RIBERA|2|Profondeur relative|07/10/2014 08:50:00|2.88|58.12|2|Point courant|1|Valeur mesurée|1|Correcte|3|NV2|N|Naturel|||2.79013459023056|42.6853737055128|Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon|
