Code national BSS	Code côte chronique	Côte chronique définie pour le point d'eau	Date de la mesure	Profondeur relative/repère de mesure	Côte NGF	Code continuité	Continuité	Code mode obtention	Mode obtention	Code qualification	Qualification de la mesure	Code statut de la mesure	Statut de la mesure	Code nature de la mesure	Nature de la mesure	Profondeur début site de mesure	Profondeur fin site de mesure	X_WGS84	Y_WGS84	Producteur de données
10962X0075/PZ	2	Profondeur relative	14/03/2017 07:00	9.06	136.69	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	15/03/2017 00:00	9.09	136.66	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	16/03/2017 22:00	9.05	136.7	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	17/03/2017 00:00	9.05	136.7	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	18/03/2017 00:00	9.13	136.62	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	19/03/2017 23:00	9.35	136.4	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	20/03/2017 23:00	9.15	136.6	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	21/03/2017 20:00	9.08	136.67	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	22/03/2017 05:00	9.05	136.7	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	23/03/2017 00:00	9.22	136.53	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	24/03/2017 00:00	10.27	135.48	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	25/03/2017 23:00	9.73	136.02	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	26/03/2017 23:00	9.4	136.35	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	27/03/2017 23:00	9.31	136.44	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	28/03/2017 23:00	9.08	136.67	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	29/03/2017 06:00	9.04	136.71	2	Point courant	1	Valeur mesurée	1	Correcte	3	NV2	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	30/03/2017 00:00	9.09	136.66	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	31/03/2017 00:00	9.23	136.52	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	01/04/2017 00:00	9.32	136.43	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	02/04/2017 00:00	9.35	136.4	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	03/04/2017 12:00	9.35	136.4	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	04/04/2017 02:00	9.35	136.4	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	05/04/2017 00:00	9.41	136.34	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	06/04/2017 00:00	9.61	136.14	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	07/04/2017 00:00	10.49	135.26	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	08/04/2017 00:00	11.65	134.1	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	09/04/2017 00:00	12.16	133.59	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	10/04/2017 23:00	11.94	133.81	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	11/04/2017 23:00	10.36	135.39	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	12/04/2017 22:00	9.68	136.07	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	13/04/2017 04:00	9.65	136.1	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	14/04/2017 00:00	9.83	135.92	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	15/04/2017 00:00	11.23	134.52	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	16/04/2017 00:00	12.12	133.63	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	17/04/2017 00:00	12.58	133.17	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	18/04/2017 23:00	9.83	135.92	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	19/04/2017 07:00	9.72	136.03	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	20/04/2017 00:00	10	135.75	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	21/04/2017 00:00	11.4	134.35	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	22/04/2017 00:00	12.01	133.74	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	23/04/2017 00:00	12.33	133.42	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	24/04/2017 00:00	12.63	133.12	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	25/04/2017 00:00	12.84	132.91	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	26/04/2017 22:00	12.07	133.68	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	27/04/2017 01:00	12.04	133.71	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	28/04/2017 23:00	12.04	133.71	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	29/04/2017 06:00	11.97	133.78	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	30/04/2017 00:00	11.97	133.78	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	01/05/2017 00:00	12.15	133.6	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	02/05/2017 00:00	12.31	133.44	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	03/05/2017 00:00	12.4	133.35	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	04/05/2017 23:00	12.37	133.38	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	05/05/2017 20:00	12.36	133.39	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	06/05/2017 05:00	12.34	133.41	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	07/05/2017 16:00	12.3	133.45	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	08/05/2017 15:00	12.25	133.5	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	09/05/2017 05:00	12.24	133.51	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	10/05/2017 00:00	12.27	133.48	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	11/05/2017 00:00	12.35	133.4	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	12/05/2017 00:00	12.43	133.32	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	13/05/2017 00:00	12.5	133.25	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	14/05/2017 18:00	9.75	136	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	15/05/2017 00:00	9.81	135.94	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	16/05/2017 00:00	10.58	135.17	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	17/05/2017 00:00	11.54	134.21	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	18/05/2017 00:00	11.95	133.8	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	19/05/2017 00:00	12.26	133.49	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	20/05/2017 00:00	12.57	133.18	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	21/05/2017 00:00	12.73	133.02	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	22/05/2017 00:00	12.76	132.99	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	23/05/2017 15:00	12.77	132.98	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	24/05/2017 00:00	12.77	132.98	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	25/05/2017 02:00	12.77	132.98	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	26/05/2017 17:00	12.74	133.01	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	27/05/2017 20:00	12.7	133.05	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	28/05/2017 02:00	12.68	133.07	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	29/05/2017 00:00	12.66	133.09	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	30/05/2017 00:00	12.7	133.05	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	31/05/2017 23:00	12.59	133.16	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	01/06/2017 23:00	10.9	134.85	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	02/06/2017 23:00	9.76	135.99	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	03/06/2017 23:00	9.56	136.19	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	04/06/2017 23:00	9.48	136.27	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	05/06/2017 08:00	9.45	136.3	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	06/06/2017 10:00	9.44	136.31	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	07/06/2017 18:00	9.2	136.55	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	08/06/2017 00:00	9.21	136.54	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	09/06/2017 23:00	8.91	136.84	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	10/06/2017 22:00	8.68	137.07	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	11/06/2017 00:00	8.67	137.08	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	12/06/2017 00:00	8.71	137.04	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	13/06/2017 01:00	9.06	136.69	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	14/06/2017 00:00	9.44	136.31	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	15/06/2017 00:00	9.66	136.09	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	16/06/2017 00:00	9.97	135.78	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	17/06/2017 00:00	10.7	135.05	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	18/06/2017 00:00	11.33	134.42	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	19/06/2017 23:00	11.4	134.35	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	20/06/2017 01:00	11.39	134.36	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	21/06/2017 00:00	11.52	134.23	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	22/06/2017 23:00	10.43	135.32	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
10962X0075/PZ	2	Profondeur relative	23/06/2017 22:00	9.34	136.41	2	Point courant	1	Valeur mesurée	4	Non qualifié	1	Brute	N	Naturel			2.681799847	42.65957309	Syndicat Mixte pour la Protection et la Gestion des Nappes Souterraines de la Plaine du Roussillon
