 pp_0000  701875.0 6198925.0 1.0  2.99999824050000007957805792102590203285 
 pp_0001  704275.0 6198925.0 1.0  4.9999999501000001733697075678719557e-03 
 pp_0002  699475.0 6196525.0 1.0  2.99999824050000007957805792102590203285 
 pp_0003  701875.0 6196525.0 1.0  4.9999999501000001733697075678719557e-03 
 pp_0004  704275.0 6196525.0 1.0  2.99999824050000007957805792102590203285 
 pp_0005  694675.0 6194125.0 1.0  2.99999824050000007957805792102590203285 
 pp_0006  697075.0 6194125.0 1.0  2.99999824050000007957805792102590203285 
 pp_0007  699475.0 6194125.0 1.0  4.9999999501000001733697075678719557e-03 
 pp_0008  701875.0 6194125.0 1.0  2.99999824050000007957805792102590203285 
 pp_0009  704275.0 6194125.0 1.0  2.99999824050000007957805792102590203285 
 pp_0010  692275.0 6191725.0 1.0  2.361766727600000115305789449848817e-01 
 pp_0011  694675.0 6191725.0 1.0  1.2756924933999999605127584345609648e-01 
 pp_0012  697075.0 6191725.0 1.0  2.99999824050000007957805792102590203285 
 pp_0013  699475.0 6191725.0 1.0  4.9999999501000001733697075678719557e-03 
 pp_0014  701875.0 6191725.0 1.0  2.99999824050000007957805792102590203285 
 pp_0015  704275.0 6191725.0 1.0  2.99999824050000007957805792102590203285 
 pp_0016  687475.0 6189325.0 1.0  3.702371549599999672741645895257534e-02 
 pp_0017  689875.0 6189325.0 1.0  4.999999950100000173369707567871956e-03 
 pp_0018  692275.0 6189325.0 1.0  1.026880720200000068897949745405640e-01 
 pp_0019  694675.0 6189325.0 1.0  2.99999824050000007957805792102590203285 
 pp_0020  697075.0 6189325.0 1.0  2.38430055569999987952201081498060375452 
 pp_0021  699475.0 6189325.0 1.0  2.99999824050000007957805792102590203285 
 pp_0022  701875.0 6189325.0 1.0  2.99999824050000007957805792102590203285 
 pp_0023  704275.0 6189325.0 1.0  4.9999999501000001733697075678719557e-03 
 pp_0024  687475.0 6186925.0 1.0  2.059766544999999948739599631153396e-01 
 pp_0025  689875.0 6186925.0 1.0  6.082750456600000132922900775156450e-02 
 pp_0026  692275.0 6186925.0 1.0  1.000790098699999991493925222130201e-01 
 pp_0027  694675.0 6186925.0 1.0  4.9999999501000001733697075678719557e-03 
 pp_0028  697075.0 6186925.0 1.0  7.7121772064000004842654334424878471e-01 
 pp_0029  699475.0 6186925.0 1.0  3.3543857157000001034674596667173319e-01 
 pp_0030  701875.0 6186925.0 1.0  2.99999824050000007957805792102590203285 
 pp_0031  704275.0 6186925.0 1.0  4.9999999501000001733697075678719557e-03 
 pp_0032  692275.0 6184525.0 1.0  2.9999982405000000795780579210259020329 
 pp_0033  694675.0 6184525.0 1.0  4.3698446713999999913013994046195876e-01 
 pp_0034  697075.0 6184525.0 1.0  3.9996132642999998596522459592961241e-01 
 pp_0035  699475.0 6184525.0 1.0  2.99999824050000007957805792102590203285 
 pp_0036  701875.0 6184525.0 1.0  4.9999999501000001733697075678719557e-03 
 pp_0037  704275.0 6184525.0 1.0  4.9999999501000001733697075678719557e-03 
 pp_0038  692275.0 6182125.0 1.0  4.546215308099999657942547059974459e-02 
 pp_0039  694675.0 6182125.0 1.0  6.9250035441000001856792778198723681e-02 
 pp_0040  697075.0 6182125.0 1.0  4.9914876395000001840784875639656093e-02 
 pp_0041  699475.0 6182125.0 1.0  2.99999824050000007957805792102590203285 
 pp_0042  701875.0 6182125.0 1.0  2.99999824050000007957805792102590203285 
 pp_0043  704275.0 6182125.0 1.0  2.99999824050000007957805792102590203285 
 pp_0044  689875.0 6179725.0 1.0  2.9999982405000000795780579210259020329 
 pp_0045  692275.0 6179725.0 1.0  1.324429970999999872649510734845535e-01 
 pp_0046  694675.0 6179725.0 1.0  2.99999824050000007957805792102590203285 
 pp_0047  697075.0 6179725.0 1.0  2.99999824050000007957805792102590203285 
 pp_0048  699475.0 6179725.0 1.0  9.0876334198999997315837617861689068e-01 
 pp_0049  701875.0 6179725.0 1.0  2.99999824050000007957805792102590203285 
 pp_0050  704275.0 6179725.0 1.0  2.99999824050000007957805792102590203285 
 pp_0051  673075.0 6177325.0 1.0  3.0065677868000001415893507328291889e-01 
 pp_0052  675475.0 6177325.0 1.0  7.7698923179000001226768290507607162e-01 
 pp_0053  677875.0 6177325.0 1.0  4.3982103884000001148280034612980671e-01 
 pp_0054  680275.0 6177325.0 1.0  9.2440822288000001893948365250253119e-01 
 pp_0055  682675.0 6177325.0 1.0  4.2540148342000000392104652746638749e-01 
 pp_0056  685075.0 6177325.0 1.0  2.99999824050000007957805792102590203285 
 pp_0057  687475.0 6177325.0 1.0  2.1871723149999999780135340188280679e-01 
 pp_0058  689875.0 6177325.0 1.0  9.0787801617999996928176642541075125e-01 
 pp_0059  701875.0 6177325.0 1.0  2.999998240500000079578057921025902032852 
 pp_0060  704275.0 6177325.0 1.0  4.99999995010000017336970756787195569e-03 
 pp_0061  668275.0 6174925.0 1.0  5.5686509932999998795377649685178767e-02 
 pp_0062  670675.0 6174925.0 1.0  2.99999824050000007957805792102590203285 
 pp_0063  673075.0 6174925.0 1.0  6.5666670984999997440212382571189664e-01 
 pp_0064  675475.0 6174925.0 1.0  1.7503020442000000178595087163557764e-01 
 pp_0065  677875.0 6174925.0 1.0  2.1058624466999999180760738681783550e-02 
 pp_0066  680275.0 6174925.0 1.0  1.7829041670000000952001073528663255e-01 
 pp_0067  682675.0 6174925.0 1.0  2.99999824050000007957805792102590203285 
 pp_0068  685075.0 6174925.0 1.0  2.99999824050000007957805792102590203285 
 pp_0069  687475.0 6174925.0 1.0  2.99999824050000007957805792102590203285 
 pp_0070  699475.0 6174925.0 1.0  4.99999995010000017336970756787195569e-03 
 pp_0071  701875.0 6174925.0 1.0  2.999998240500000079578057921025902032852 
 pp_0072  704275.0 6174925.0 1.0  4.99999995010000017336970756787195569e-03 
 pp_0073  665875.0 6172525.0 1.0  2.571698194699999912016252778812486e-02 
 pp_0074  675475.0 6172525.0 1.0  4.9999999501000001733697075678719557e-03 
 pp_0075  677875.0 6172525.0 1.0  2.99999824050000007957805792102590203285 
 pp_0076  680275.0 6172525.0 1.0  2.99999824050000007957805792102590203285 
 pp_0077  682675.0 6172525.0 1.0  2.99999824050000007957805792102590203285 
 pp_0078  685075.0 6172525.0 1.0  9.9455908752999999666855046598357148e-01 
 pp_0079  692275.0 6172525.0 1.0  2.99999824050000007957805792102590203285 
 pp_0080  694675.0 6172525.0 1.0  1.30389914339999996029106910100381356e-01 
 pp_0081  697075.0 6172525.0 1.0  2.999998240500000079578057921025902032852 
 pp_0082  699475.0 6172525.0 1.0  4.99999995010000017336970756787195569e-03 
 pp_0083  701875.0 6172525.0 1.0  2.999998240500000079578057921025902032852 
 pp_0084  704275.0 6172525.0 1.0  2.999998240500000079578057921025902032852 
 pp_0085  680275.0 6170125.0 1.0  2.99999824050000007957805792102590203285 
 pp_0086  682675.0 6170125.0 1.0  2.99999824050000007957805792102590203285 
 pp_0087  689875.0 6170125.0 1.0  4.9999999501000001733697075678719557e-03 
 pp_0088  694675.0 6170125.0 1.0  4.99999995010000017336970756787195569e-03 
 pp_0089  697075.0 6170125.0 1.0  4.99999995010000017336970756787195569e-03 
 pp_0090  699475.0 6170125.0 1.0  4.99999995010000017336970756787195569e-03 
 pp_0091  701875.0 6170125.0 1.0  2.999998240500000079578057921025902032852 
 pp_0092  704275.0 6170125.0 1.0  2.999998240500000079578057921025902032852 
 pp_0093  697075.0 6167725.0 1.0  2.999998240500000079578057921025902032852 
 pp_0094  701875.0 6167725.0 1.0  2.999998240500000079578057921025902032852 
 pp_0095  704275.0 6167725.0 1.0  2.999998240500000079578057921025902032852 
 pp_0096  697075.0 6165325.0 1.0  4.99999995010000017336970756787195569e-03 
 pp_0097  699475.0 6165325.0 1.0  9.53388699640000079893464857150320313e-03 
 pp_0098  701875.0 6165325.0 1.0  2.999998240500000079578057921025902032852 
 pp_0099  704275.0 6165325.0 1.0  4.99999995010000017336970756787195569e-03 
 pp_0100  692275.0 6162925.0 1.0  2.99999824050000007957805792102590203285 
 pp_0101  694675.0 6162925.0 1.0  4.99999995010000017336970756787195569e-03 
 pp_0102  697075.0 6162925.0 1.0  5.12496613519999977270913404936436564e-01 
 pp_0103  699475.0 6162925.0 1.0  4.99999995010000017336970756787195569e-03 
 pp_0104  701875.0 6162925.0 1.0  2.999998240500000079578057921025902032852 
 pp_0105  704275.0 6162925.0 1.0  4.99999995010000017336970756787195569e-03 
 pp_0106  689875.0 6160525.0 1.0  1.8971427041999999740795601610443555e-02 
 pp_0107  692275.0 6160525.0 1.0  4.9999999501000001733697075678719557e-03 
 pp_0108  694675.0 6160525.0 1.0  4.99999995010000017336970756787195569e-03 
 pp_0109  697075.0 6160525.0 1.0  4.99999995010000017336970756787195569e-03 
 pp_0110  699475.0 6160525.0 1.0  4.99999995010000017336970756787195569e-03 
 pp_0111  701875.0 6160525.0 1.0  9.24613010010000013760844694843399338e-02 
 pp_0112  704275.0 6160525.0 1.0  2.999998240500000079578057921025902032852 
 pp_0113  685075.0 6158125.0 1.0  1.31149306970000001371090547763742506504 
 pp_0114  692275.0 6158125.0 1.0  2.99999824050000007957805792102590203285 
 pp_0115  694675.0 6158125.0 1.0  2.999998240500000079578057921025902032852 
 pp_0116  680275.0 6155725.0 1.0  6.3436322743999995488195509096840397e-01 
 pp_0117  682675.0 6155725.0 1.0  4.9999999501000001733697075678719557e-03 

