time,1_56_126,1_63_117,1_64_104,1_64_111,1_67_110,1_67_119,1_68_71,1_69_105,1_69_116,1_70_73,1_73_83,1_74_115,1_76_89,1_80_103,1_83_95,1_83_106,1_83_124,1_84_127,1_88_110,1_92_93,1_93_114,1_94_95,1_94_103,1_94_115,1_95_75,1_95_81,1_95_95,1_99_44,1_100_51,1_100_75,1_101_53,1_102_24,1_102_57,1_103_32,1_104_45,1_106_17,1_106_58,1_106_71,1_108_24,1_108_43,1_110_22,1_112_16,1_112_61,1_114_6,1_114_13,1_115_66,1_116_60,1_116_100,1_120_112,1_121_82,1_121_104,1_131_65,1_135_119,1_137_73,1_138_116,1_139_122,1_142_116,1_143_107,1_146_106,1_147_91,1_147_97,1_149_129,1_152_94,1_153_111,1_153_113,1_153_124,1_154_126,1_155_123,1_155_131,1_156_96,1_156_99,1_165_101,1_167_59,1_167_66
1.000000000000,0.1107320198,0.2335287188,1.239829980,0.5870644105,1.170053653,0.4647315593,28.19707485,2.586098200,1.125348402,26.34867579,19.99318061,2.016039454,14.67781859,8.052252539,14.36120157,7.216353717,1.067189405,0.4844588984,6.081679619,18.59359665,5.003025421,16.70606774,12.25897787,4.320387592,41.67108675,32.86735680,16.78262707,81.35878159,70.61329427,37.08484691,67.02912925,116.2539989,62.33462683,104.3620595,82.49400580,128.8459711,66.35167220,55.73170852,123.4394454,88.31721317,130.4330014,143.0974551,70.60733565,171.8501516,156.8255955,67.86343818,75.00854948,18.69116811,9.105645599,42.72476352,13.57863009,82.68983736,0.6272596080,79.62559832,3.766716686,0.8210362166,6.495727448,17.18802908,20.16215460,37.92422417,28.73359093,1.361576123,40.19815242,23.48624005,23.44033514,3.436255125,2.891506311,8.477496166,0.7109679984,48.05853389,55.14631700,83.88708816,109.8931006,81.43601837
