time,QMAP_1_45_124,QMAP_1_170_54,QMAP_1_97_71,QMAP_1_35_130,QMAP_1_151_91,QMAP_1_167_55,QMAP_1_79_93,QMAP_1_139_120,QMAP_1_112_42,QMAP_1_60_86,QMAP_1_83_116,QMAP_1_48_117,QMAP_1_121_104,QMAP_1_51_120,QMAP_1_128_81,QMAP_1_130_113,QMAP_1_168_66,QMAP_1_25_128,QMAP_1_117_34,QMAP_1_164_93,QMAP_1_63_82,QMAP_1_88_107,QMAP_1_112_10,QMAP_1_174_47,QMAP_1_142_112,QMAP_1_42_121,QMAP_1_64_108,QMAP_1_116_90,QMAP_1_81_93,QMAP_1_43_126,QMAP_1_159_122,QMAP_1_26_131,QMAP_1_102_20,QMAP_1_111_55,QMAP_1_149_114,QMAP_1_39_125,QMAP_1_123_127,QMAP_1_32_123,QMAP_1_130_71,QMAP_1_116_122,QMAP_1_101_125,QMAP_1_49_96,QMAP_1_130_115,QMAP_1_173_52,QMAP_1_86_88,QMAP_1_92_103,QMAP_1_160_112,QMAP_1_58_89,QMAP_1_36_126,QMAP_1_110_104,QMAP_1_168_63,QMAP_1_114_7,QMAP_1_132_112,QMAP_1_86_94,QMAP_1_171_52,QMAP_1_153_113,QMAP_1_29_120,QMAP_1_112_28,QMAP_1_158_89,QMAP_1_71_76,QMAP_1_32_118,QMAP_1_86_101,QMAP_1_41_121,QMAP_1_100_30,QMAP_1_123_83,QMAP_1_67_88,QMAP_1_150_130,QMAP_1_74_92,QMAP_1_87_120,QMAP_1_154_86,QMAP_1_127_82,QMAP_1_69_81,QMAP_1_142_129,QMAP_1_62_115,QMAP_1_75_102,QMAP_1_148_130,QMAP_1_81_105,QMAP_1_112_107,QMAP_1_114_41,QMAP_1_48_97,QMAP_1_157_111,QMAP_1_88_101,QMAP_1_52_109,QMAP_1_151_101,QMAP_1_63_108,QMAP_1_111_38,QMAP_1_101_22,QMAP_1_96_85,QMAP_1_85_120,QMAP_1_115_59,QMAP_1_49_94,QMAP_1_73_88,QMAP_1_117_52,QMAP_1_88_110,QMAP_1_42_128,QMAP_1_152_99,QMAP_1_147_103,QMAP_1_98_92,QMAP_1_138_112,QMAP_1_80_123,QMAP_1_70_80,QMAP_1_142_130,QMAP_1_94_77,QMAP_1_158_77,QMAP_1_118_50,QMAP_1_59_100,QMAP_1_53_96,QMAP_1_163_103,QMAP_1_137_117,QMAP_1_100_37,QMAP_1_119_103,QMAP_1_144_110,QMAP_1_107_49,QMAP_1_57_82,QMAP_1_56_91,QMAP_1_97_80,QMAP_1_159_84,QMAP_1_67_103,QMAP_1_153_98,QMAP_1_178_55,QMAP_1_117_56,QMAP_1_117_99,QMAP_1_149_98,QMAP_1_83_92,QMAP_1_147_108,QMAP_1_164_105,QMAP_1_147_116,QMAP_1_130_129,QMAP_1_115_110,QMAP_1_55_101,QMAP_1_64_110,QMAP_1_107_29,QMAP_1_143_111,QMAP_1_100_26,QMAP_1_32_131,QMAP_1_103_63,QMAP_1_167_63,QMAP_1_82_127,QMAP_1_115_43,QMAP_1_67_79,QMAP_1_140_107,QMAP_1_40_108,QMAP_1_116_36,QMAP_1_64_88,QMAP_1_73_91,QMAP_1_78_100,QMAP_1_119_89,QMAP_1_141_114,QMAP_1_152_114,QMAP_1_68_127,QMAP_1_115_1,QMAP_1_138_71,QMAP_1_54_116,QMAP_1_25_129,QMAP_1_115_7,QMAP_1_73_124,QMAP_1_152_100,QMAP_1_104_20,QMAP_1_34_128,QMAP_1_64_123,QMAP_1_137_122,QMAP_1_155_99,QMAP_1_100_54,QMAP_1_105_16,QMAP_1_111_102,QMAP_1_103_51,QMAP_1_96_90,QMAP_1_164_67,QMAP_1_112_110,QMAP_1_111_64,QMAP_1_154_91,QMAP_1_70_96,QMAP_1_69_89,QMAP_1_149_99,QMAP_1_115_44,QMAP_1_126_75,QMAP_1_49_101,QMAP_1_55_85,QMAP_1_84_121,QMAP_1_68_123,QMAP_1_56_89,QMAP_1_70_128,QMAP_1_71_126,QMAP_1_112_71,QMAP_1_75_100,QMAP_1_52_128,QMAP_1_88_95,QMAP_1_146_104,QMAP_1_112_61,QMAP_1_62_78,QMAP_1_91_129,QMAP_1_162_89,QMAP_1_52_92,QMAP_1_85_100,QMAP_1_65_74,QMAP_1_116_112,QMAP_1_76_97,QMAP_1_67_95,QMAP_1_156_84,QMAP_1_125_82
1.000000000000,0.1000727241,109.2805882,47.28045681,0.7234132664E-01,33.05554351,119.9052458,13.86464631,3.375139615,106.3808602,31.00412928,2.151137590,0.1000861112,12.97006832,0.1001074615,51.44568325,6.519039425,79.69549951,0.1000000091,140.0000000,104.4945642,34.59436975,9.830477996,159.5897139,118.4615549,14.02817669,0.1000681242,0.8446911029,27.36624525,15.81529058,0.1002928252,20.53604879,0.1077242643,121.3688855,80.17467508,17.94811696,0.1001371756,0.2143745353,0.1000222109,71.87821400,0.2008082926,0.4298566313,7.472136348,2.044358813,114.8004632,25.01353646,12.39781278,47.97667383,22.97161496,0.9767001664E-01,14.38135001,82.86912146,175.4794030,9.472801024,16.82317931,115.0558960,19.74794184,0.1000000197,141.1523304,67.85365094,20.48242538,0.1000000180,11.02616220,0.1000667031,105.6649930,43.98777955,19.83456132,0.1496972212,12.76517779,1.351817743,41.79059040,48.95938992,22.52727613,1.258149853,0.2528752082,8.993116105,0.1178192634,6.970956632,10.49056231,113.9889144,3.998920364,38.22316729,11.88542127,0.1086656860,26.71809224,0.7381601079,112.9887066,116.9725208,30.27808019,1.372664514,77.99616780,15.31855137,15.59810828,94.10846967,6.871418051,0.9705041723E-01,30.44015456,22.59952613,19.48838458,6.954439657,1.612726975,19.75544583,0.8104826004,35.83583269,72.63594131,98.64238468,3.449408484,7.587693871,75.73994764,3.467310411,92.92214824,15.77241668,18.21305875,86.27361209,41.61328767,16.70568975,33.30225400,60.58829622,3.182164021,33.42052120,111.2275787,86.26126727,20.20513832,27.17847294,18.17149438,19.56713383,77.03101149,15.82010900,0.3190614977,7.402141567,1.646574911,0.6823786815,118.3776017,16.74888164,110.4040967,0.8408810132E-01,55.14002939,82.71256706,0.5648482891,111.9176776,28.21074558,10.51543657,0.1518989578,134.4113278,23.16465234,13.62966066,9.565155473,31.04569192,9.141379250,18.81510613,1.411678703,185.9264686,85.19635823,0.1001582936,0.1000719244,176.6143352,2.939836240,29.34008084,124.3175837,0.8489137733E-01,0.3142513638,2.822373964,38.70135869,67.13275572,129.3575415,16.77852728,70.37363728,22.67690862,76.27033768,8.710779039,68.75427201,44.12164484,12.36416273,17.09247369,26.55618863,109.7890153,60.94933966,0.7339727108,42.47505202,1.322205456,0.9751242822,25.56672785,1.010262622,0.5196720689,61.31480339,9.877364792,0.1088929759,15.51172281,21.80115747,72.69435822,39.85223518,0.5457504494,88.49323750,25.85585208,10.42361749,39.52188715,5.784241383,9.918197353,12.60193869,52.04429165,46.32732963
