time,3_50_94,3_57_83,3_62_126,3_63_94,3_63_99,3_64_92,3_64_96,3_66_128,3_69_104,3_69_118,3_71_72,3_75_124,3_79_66,3_79_77,3_82_115,3_83_67,3_84_94,3_84_125,3_91_101,3_95_128,3_98_43,3_98_91,3_99_118,3_101_59,3_102_22,3_102_28,3_103_32,3_104_74,3_108_42,3_109_12,3_111_42,3_112_61,3_113_102,3_114_114,3_116_1,3_116_59,3_119_43,3_120_123,3_122_94,3_125_75,3_129_86,3_129_100,3_132_50,3_136_70,3_140_74,3_140_89,3_141_114,3_148_98
1.000000000000,9.238235252,24.31191695,0.7347731045,11.07643215,7.542698777,12.72370558,9.672733644,0.9349898189,5.958635090,0.9505123695,30.03535360,1.626975520,43.72451265,32.06550273,4.365386707,44.94999332,15.71195321,1.969188827,13.16525128,2.287031734,82.04797857,22.40547859,5.211327638,62.52877920,118.1234588,106.9818052,101.2382713,44.27805725,93.86949159,139.6854149,99.11129692,71.11282821,14.30275243,5.871265909,153.5439048,79.05264041,112.1664827,1.602971650,22.36595095,62.94116678,44.05236461,16.20342645,109.1827217,88.84536594,84.96852666,51.12069332,5.880800287,30.21212578
