time,1_56_126,1_63_117,1_64_104,1_64_111,1_67_110,1_67_119,1_68_71,1_69_105,1_69_116,1_70_73,1_73_83,1_74_115,1_76_89,1_80_103,1_83_95,1_83_106,1_83_124,1_84_127,1_88_110,1_92_93,1_93_114,1_94_95,1_94_103,1_94_115,1_95_75,1_95_81,1_95_95,1_99_44,1_100_51,1_100_75,1_101_53,1_102_24,1_102_57,1_103_32,1_104_45,1_106_17,1_106_58,1_106_71,1_108_24,1_108_43,1_110_22,1_112_16,1_112_61,1_114_6,1_114_13,1_115_66,1_116_60,1_116_100,1_120_112,1_121_82,1_121_104,1_131_65,1_135_119,1_137_73,1_138_116,1_139_122,1_142_116,1_143_107,1_146_106,1_147_91,1_147_97,1_149_129,1_152_94,1_153_111,1_153_113,1_153_124,1_154_126,1_155_123,1_155_131,1_156_96,1_156_99,1_165_101,1_167_59,1_167_66
1.000000000000,0.1111317701,0.3847316442,1.498616536,0.7187164324,1.142097010,0.7889156051,29.42642641,2.328402339,1.124194962,27.34270732,19.86616349,1.731304353,14.86215203,8.137290578,14.53130846,7.738817459,1.317240601,0.5625278954,6.777839481,18.54276892,5.413474477,17.03796351,12.63635840,4.709096300,41.90798100,31.67940048,17.25571008,81.53364082,70.81563716,34.86597860,66.69458985,115.5163599,60.82048792,104.4983143,82.77100988,129.1146198,69.38271867,52.86728587,126.9766344,95.19683407,133.3875136,145.8139333,74.48263456,172.9246952,155.3486415,65.44353879,78.39867124,17.26437371,6.609232756,45.96669091,10.68536899,82.46942787,1.007266679,72.87162487,4.797326704,2.029146779,7.415303281,17.27503202,21.70098174,33.80801096,26.52431142,0.5312718559,36.86758681,28.32425081,27.24490835,5.793949936,4.331804758,9.638415200,1.026466152,53.14294707,45.66551469,80.98570124,110.5279221,76.85015736
