time,3_50_94,3_57_83,3_62_126,3_63_94,3_63_99,3_64_92,3_64_96,3_66_128,3_69_104,3_69_118,3_71_72,3_75_124,3_79_66,3_79_77,3_82_115,3_83_67,3_84_94,3_84_125,3_91_101,3_95_128,3_98_43,3_98_91,3_99_118,3_101_59,3_102_22,3_102_28,3_103_32,3_104_74,3_108_42,3_109_12,3_111_42,3_112_61,3_113_102,3_114_114,3_116_1,3_116_59,3_119_43,3_120_123,3_122_94,3_125_75,3_129_86,3_129_100,3_132_50,3_136_70,3_140_74,3_140_89,3_141_114,3_148_98
1.000000000000,9.139359803,31.83233311,0.7033721477,9.376445485,6.085174845,12.51885106,7.263389396,0.9645847143,5.540832524,2.261891055,30.09464544,2.408241408,62.88228958,29.42730905,4.421332867,45.87525391,13.34530382,2.363358235,11.31026088,2.918521227,83.13024173,19.13049225,4.973878092,61.38627273,119.5153979,107.4159220,101.8199730,49.27901350,93.99812028,141.2214657,96.97333457,70.54437770,10.65934059,5.629971717,181.1695519,75.71038076,111.4172863,2.964657000,11.47277828,58.61958841,27.70470125,12.24154373,107.3083114,79.84947735,69.44499995,33.09962267,7.284182782,24.84654290
