time,3_50_94,3_57_83,3_62_126,3_63_94,3_63_99,3_64_92,3_64_96,3_66_128,3_69_104,3_69_118,3_71_72,3_75_124,3_79_66,3_79_77,3_82_115,3_83_67,3_84_94,3_84_125,3_91_101,3_95_128,3_98_43,3_98_91,3_99_118,3_101_59,3_102_22,3_102_28,3_103_32,3_104_74,3_108_42,3_109_12,3_111_42,3_112_61,3_113_102,3_114_114,3_116_1,3_116_59,3_119_43,3_120_123,3_122_94,3_125_75,3_129_86,3_129_100,3_132_50,3_136_70,3_140_74,3_140_89,3_141_114,3_148_98
1.000000000000,11.99338559,34.19465837,0.8988742659,11.04146341,7.337427839,13.95776451,8.756532383,1.739126894,6.180059833,0.8347468249,33.77885359,2.845970194,62.43602098,28.87684727,4.011578192,44.91656429,11.68072437,1.055573893,9.585922286,2.367878170,77.28863118,19.11601980,6.121463805,59.81320644,117.9244492,102.0850822,103.2994388,48.43483121,91.39498319,140.8191065,99.45245675,69.19482192,9.258530206,3.768569797,173.2056221,75.91317550,106.9378027,3.582386107,10.66584913,57.09577523,27.14539136,10.52515003,110.3978128,79.31868452,73.83217049,37.64804423,11.15003831,29.06120733
