7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;-80;-80;-88.33;-96.67;-105;-121.7;-138.3;-155;-155;-155;-155;-155;-155;-155
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;-56.63;-66.32;-80;-86.25;-98.75;-105;-117.5;-142.5;-155;-155;-155;-155;-155;-155;-155
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;-31.63;-44.97;-65.77;-79.4;-91.14;-98.75;-105;-117.5;-142.5;-155;-155;-155;-155;-155;-155;-155
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;-5;-14.64;-21.07;-29.04;-39.03;-47.02;-67.06;-82.5;-91.47;-104.3;-105;-117.5;-142.5;-155;-155;-155;-155;-155;-155;-155
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;-5;-9.982;-17.14;-26.02;-40.08;-43.39;-55.65;-70.69;-82.64;-97.62;-104.7;-105.7;-123.8;-142.5;-155;-155;-155;-155;-155;-155;-155
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;-5;-7.385;-15.9;-22.88;-38.33;-43.79;-55.06;-65.9;-72.09;-91.43;-99.32;-109.3;-118.8;-129.6;-148.8;-155;-155;-155;-155;-155;-155;-155
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;-5;-10.06;-19.89;-35.2;-42.82;-53.27;-65.78;-69.53;-86.24;-93.39;-109.2;-117.7;-127.6;-140.7;-154.6;-155;-155;-155;-155;-155;-155;-155
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;-5.053;-16.03;-26.3;-41.85;-50.24;-64.45;-69.57;-81.12;-91.62;-100.8;-112;-122.2;-133.7;-147.8;-153.1;-156;-161.3;-161.3;-161.3;-161.3;-161.3;-163.3
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;-5;-15.65;-18.49;-38.52;-46.24;-59.2;-67.65;-78.74;-90.19;-95.36;-107.6;-118;-125.2;-138;-147.1;-155.6;-164.6;-168.2;-173.8;-173.8;-173.8;-173.8;-171.7
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;-21.67;-34.92;-43.45;-53.28;-61.25;-72.8;-86.01;-94.12;-105.7;-117.1;-121.4;-133;-142.3;-150.6;-159.2;-167.8;-177.2;-179.7;-180;-180;-180;-180
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;-29.38;-31.93;-41.79;-49.29;-57.55;-68.1;-76.07;-91.56;-101.2;-115.1;-120.6;-131;-140.6;-145.4;-155.1;-165.2;-171.1;-179.2;-180;-180;-180;-180;-180
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;-20.98;-23.59;-37.03;-45.64;-56.05;-66.76;-70.69;-87.31;-95.95;-111.4;-119.3;-129.1;-136.6;-143.1;-152.8;-160;-167.7;-177.4;-179.3;-180;-180;-180;-180;-180
